syntaxon,total_nr_of_observations,total_nr_of_releves,total_nr_of_species,mean_nr_of_species,stdev_nr_of_species,mean_nr_of_species_vasc,stdev_nr_of_species_vasc,mean_area,stdev_area,mean_cover_total,stdev_cover_total,mean_cover_trees,stdev_cover_trees,mean_cover_shrubs,stdev_cover_shrubs,mean_cover_herbs,stdev_cover_herbs,mean_cover_mosses,stdev_cover_mosses,mean_height_herbs,stdev_height_herbs,mean_ell_nitrogen,stdev_ell_nitrogen,perc5_ell_nitrogen,perc25_ell_nitrogen,perc50_ell_nitrogen,perc75_ell_nitrogen,perc95_ell_nitrogen,mean_ell_ph,stdev_ell_ph,perc5_ell_ph,perc25_ell_ph,perc50_ell_ph,perc75_ell_ph,perc95_ell_ph,mean_ell_light,stdev_ell_light,perc5_ell_light,perc25_ell_light,perc50_ell_light,perc75_ell_light,perc95_ell_light,mean_ell_temperature,stdev_ell_temperature,perc5_ell_temperature,perc25_ell_temperature,perc50_ell_temperature,perc75_ell_temperature,perc95_ell_temperature,mean_ell_moisture,stdev_ell_moisture,perc5_ell_moisture,perc25_ell_moisture,perc50_ell_moisture,perc75_ell_moisture,perc95_ell_moisture,mean_ell_salt,stdev_ell_salt,perc5_ell_salt,perc25_ell_salt,perc50_ell_salt,perc75_ell_salt,perc95_ell_salt,mean_ell_mowing,stdev_ell_mowing,perc5_ell_mowing,perc25_ell_mowing,perc50_ell_mowing,perc75_ell_mowing,perc95_ell_mowing,mean_ww_c_n,stdev_ww_c_n,perc5_ww_c_n,perc25_ww_c_n,perc50_ww_c_n,perc75_ww_c_n,perc95_ww_c_n,mean_ww_ca,stdev_ww_ca,perc5_ww_ca,perc25_ww_ca,perc50_ww_ca,perc75_ww_ca,perc95_ww_ca,mean_ww_cl,stdev_ww_cl,perc5_ww_cl,perc25_ww_cl,perc50_ww_cl,perc75_ww_cl,perc95_ww_cl,mean_ww_ghg,stdev_ww_ghg,perc5_ww_ghg,perc25_ww_ghg,perc50_ww_ghg,perc75_ww_ghg,perc95_ww_ghg,mean_ww_glg,stdev_ww_glg,perc5_ww_glg,perc25_ww_glg,perc50_ww_glg,perc75_ww_glg,perc95_ww_glg,mean_ww_gvg,stdev_ww_gvg,perc5_ww_gvg,perc25_ww_gvg,perc50_ww_gvg,perc75_ww_gvg,perc95_ww_gvg,mean_ww_k,stdev_ww_k,perc5_ww_k,perc25_ww_k,perc50_ww_k,perc75_ww_k,perc95_ww_k,mean_ww_mg,stdev_ww_mg,perc5_ww_mg,perc25_ww_mg,perc50_ww_mg,perc75_ww_mg,perc95_ww_mg,mean_ww_nh4,stdev_ww_nh4,perc5_ww_nh4,perc25_ww_nh4,perc50_ww_nh4,perc75_ww_nh4,perc95_ww_nh4,mean_ww_no3,stdev_ww_no3,perc5_ww_no3,perc25_ww_no3,perc50_ww_no3,perc75_ww_no3,perc95_ww_no3,mean_ww_ntot,stdev_ww_ntot,perc5_ww_ntot,perc25_ww_ntot,perc50_ww_ntot,perc75_ww_ntot,perc95_ww_ntot,mean_ww_ph_h2o,stdev_ww_ph_h2o,perc5_ww_ph_h2o,perc25_ww_ph_h2o,perc50_ww_ph_h2o,perc75_ww_ph_h2o,perc95_ww_ph_h2o,mean_ww_po4,stdev_ww_po4,perc5_ww_po4,perc25_ww_po4,perc50_ww_po4,perc75_ww_po4,perc95_ww_po4,mean_ww_ptot,stdev_ww_ptot,perc5_ww_ptot,perc25_ww_ptot,perc50_ww_ptot,perc75_ww_ptot,perc95_ww_ptot,mean_ww_vocht,stdev_ww_vocht,perc5_ww_vocht,perc25_ww_vocht,perc50_ww_vocht,perc75_ww_vocht,perc95_ww_vocht,mean_div_shannon_all,stdev_div_shannon_all,perc5_div_shannon_all,perc25_div_shannon_all,perc50_div_shannon_all,perc75_div_shannon_all,perc95_div_shannon_all,mean_div_eveness_all,stdev_div_eveness_all,perc5_div_eveness_all,perc25_div_eveness_all,perc50_div_eveness_all,perc75_div_eveness_all,perc95_div_eveness_all,mean_div_simpson_all,stdev_div_simpson_all,perc5_div_simpson_all,perc25_div_simpson_all,perc50_div_simpson_all,perc75_div_simpson_all,perc95_div_simpson_all,mean_div_shannon_vasc,stdev_div_shannon_vasc,perc5_div_shannon_vasc,perc25_div_shannon_vasc,perc50_div_shannon_vasc,perc75_div_shannon_vasc,perc95_div_shannon_vasc,mean_div_eveness_vasc,stdev_div_eveness_vasc,perc5_div_eveness_vasc,perc25_div_eveness_vasc,perc50_div_eveness_vasc,perc75_div_eveness_vasc,perc95_div_eveness_vasc,mean_div_simpson_vasc,stdev_div_simpson_vasc,perc5_div_simpson_vasc,perc25_div_simpson_vasc,perc50_div_simpson_vasc,perc75_div_simpson_vasc,perc95_div_simpson_vasc,mean_phylogenetic_distance,stdev_phylogenetic_distance,perc5_phylogenetic_distance,perc25_phylogenetic_distance,perc50_phylogenetic_distance,perc75_phylogenetic_distance,perc95_phylogenetic_distance
r12AA02,2637,255,,,,,,,,,,,,,,,,,,,,6.5011452408039085,0.3951872687577835,5.78,6.27,6.54,6.77,7.08,6.5866070609811755,0.4745432864318077,5.6,6.4,6.73,6.89,7.1,7.250496400151546,0.2538953439258438,6.88,7.08,7.22,7.42,7.67,5.7880393799748555,0.21618044749963036,5.43,5.67,5.79,5.95,6.14,5.552410646387804,0.451650002663198,4.89,5.25,5.5,5.8,6.42,0.5353260045489004,0.44414422216428023,0.2,0.32,0.43,0.56,1.31,6.337364917776045,0.49476205725914524,5.44,6.0,6.37,6.67,7.12,11.80170648464165,0.5505132988704825,11.02,11.42,11.76,12.11,12.79,1779.819969639469,387.2746250254645,1194.79,1536.34,1731.87,1986.29,2514.25,374.04996587030644,179.08235084037983,191.54,265.07,333.32,423.61,691.94,29.426219188471723,7.04367865730834,17.41,25.39,29.77,33.5,40.39,85.67862343572247,8.450633397399502,70.48,81.1,86.36,90.84,98.29,55.46362153962837,7.5527676648147795,41.59,51.24,56.53,60.62,65.7,186.7900227703984,30.901427179747124,137.29,166.73,187.93,207.02,236.69,127.79333333333325,25.91373532800667,93.51,111.86,123.09,138.32,177.21,4.077940841865756,0.5500432357161763,3.23,3.68,4.07,4.41,5.01,8.107189988623437,1.685625780820774,5.78,7.01,7.82,8.96,11.47,2775.0580174374563,692.0441762077198,1877.41,2352.28,2608.52,3071.79,4128.42,6.605511751326769,0.19476104518524345,6.35,6.48,6.59,6.69,6.95,3.042335987865006,9.089880708208625,1.82,2.14,2.37,2.65,3.08,462.25851023502713,65.99415764583502,362.3,422.54,457.58,497.2,582.74,23.468483124762955,3.2366493166273247,18.21,21.63,23.42,25.42,28.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r06AA01,359,128,,,,,,,,,,,,,,,,,,,,1.9746062052505975,0.45774431384657277,1.43,1.71,1.83,2.12,2.82,4.148184210526317,0.8393996085944926,2.8,3.5,4.0,4.75,5.67,7.290406698564587,0.231746184275861,7.0,7.17,7.33,7.44,7.62,4.947135549872121,0.46383476590929434,4.14,4.67,5.0,5.33,5.56,9.71579952267304,0.43200815193820097,9.09,9.4,9.71,10.0,10.43,0.3569892473118287,0.17084725584748553,0.14,0.25,0.33,0.41,0.57,2.756567164179103,0.45984926874638493,2.25,2.33,2.67,3.0,3.67,19.75194986072423,2.3990470688820746,15.93,17.88,19.81,21.52,23.55,2113.900085227273,1036.7911143960569,870.87,1311.71,1852.1,2668.18,4082.78,292.189415041783,137.00327817456426,81.1,191.99,276.88,378.33,531.09,-39.20484679665737,11.715694348066132,-51.16,-47.85,-42.84,-34.25,-14.73,-12.921621621621618,14.67275841928795,-27.61,-23.16,-17.12,-5.99,17.87,-28.927389162561578,6.772217482976298,-37.08,-33.8,-29.91,-25.98,-17.34,121.653465909091,40.61588573185286,72.14,88.16,113.12,145.79,189.52,250.0618427518426,80.35775070626273,144.42,192.94,223.78,296.23,414.86,9.276601671309177,0.8731600695590787,7.97,8.74,9.26,9.83,10.73,1.6962952646239553,1.7148460163798995,0.33,0.52,1.02,2.32,4.86,5159.033844011135,1376.1704458924767,3600.51,4123.37,4761.97,5864.35,7951.53,5.146216216216221,0.29821983289121345,4.7,4.91,5.14,5.36,5.64,0.2955882352941178,0.46472071209894283,0.13,0.15,0.21,0.26,0.51,441.0081818181816,157.24881232314027,262.39,312.97,392.24,530.82,733.25,34.29122562674097,5.736415723272397,25.49,29.73,33.49,37.79,44.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r41AA03,2062,132,,,,,,,,,,,,,,,,,,,,6.927412862052022,0.43751073528200213,6.18,6.69,6.94,7.19,7.6,6.8246704428424465,0.2783618949015331,6.33,6.67,6.83,7.0,7.25,6.446723466407016,0.37241001012610064,5.76,6.2,6.5,6.73,7.0,5.510168281489038,0.20651134960359738,5.17,5.39,5.5,5.62,5.83,7.272611867704271,0.580877453418779,6.32,6.89,7.29,7.64,8.19,0.1574915089762244,0.0941921681057585,0.0,0.1,0.15,0.2,0.32,4.901554643406874,0.6184816432711275,3.83,4.52,4.93,5.28,5.88,15.355276430649802,0.7007669321038394,14.38,14.85,15.28,15.77,16.56,2091.1873811833193,647.3096435279614,1064.72,1666.89,2068.53,2470.87,3215.56,224.0365373423859,88.04797131509882,88.22,162.8,218.53,277.09,379.47,28.174277400581946,12.714019242261408,7.36,20.01,27.92,35.71,50.37,83.96768671193007,16.997358619262613,56.37,74.04,84.29,93.74,112.15,50.280911736178346,13.110451718784503,27.95,42.45,50.54,58.29,71.41,156.56996605237651,31.298876343682384,107.91,134.42,155.73,174.73,210.16,204.27556256062007,53.73087944528579,118.74,168.85,201.92,234.93,295.73,7.640004849660526,0.6091944642097585,6.63,7.25,7.68,8.04,8.58,23.112793404461744,3.2511964752762688,18.26,21.12,23.04,24.86,28.4,4567.018370514058,1183.2985383235728,2928.26,3743.77,4423.2,5192.48,6721.2,6.026920465567403,0.17605459561847905,5.74,5.91,6.04,6.16,6.28,0.6309262851600346,0.1388803272374147,0.45,0.54,0.61,0.7,0.88,599.7728612997079,96.33062758953436,454.77,534.02,593.95,656.4,760.19,34.21716779825408,5.287996594412003,25.13,30.83,34.34,37.41,43.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r14BC02,4047,194,,,,,,,,,,,,,,,,,,,,4.060990857425247,0.6633313515897662,2.95,3.57,4.1,4.57,5.07,6.562749319475381,0.5011422624378618,5.73,6.25,6.59,6.9,7.33,7.2851865579441855,0.22270016394624395,6.92,7.13,7.28,7.44,7.65,5.710148772625816,0.30542118517904293,5.17,5.52,5.75,5.94,6.12,4.072351050679856,0.34528436946851154,3.5,3.83,4.07,4.31,4.62,0.21265134667654895,0.1200257890192392,0.05,0.12,0.2,0.28,0.43,5.730432739861511,0.5474593198589348,4.9,5.38,5.73,6.1,6.61,10.759122807017578,0.6152512662111961,9.84,10.35,10.71,11.11,11.82,973.9216308376582,231.20892037119478,594.19,815.02,968.85,1131.91,1358.28,82.22586113170232,41.64947080252597,26.55,54.85,75.75,101.72,159.29,55.934111687669876,7.059165512790433,45.65,51.01,55.16,60.16,69.09,112.9844082036079,6.84599989362587,102.88,108.26,112.33,117.05,125.31,57.88203854707179,3.800411357248856,52.09,55.4,57.75,60.33,64.11,83.600432419076,16.219949024766258,53.57,73.61,84.68,94.13,109.38,69.89913763281452,12.135348124462189,48.83,62.3,70.56,77.85,88.59,4.05452186805042,0.32185151664726364,3.54,3.85,4.06,4.25,4.58,4.1637682233753415,1.045376590095989,2.75,3.49,4.01,4.67,6.16,1436.8279268594051,281.6621544780382,950.11,1253.8,1440.53,1632.02,1866.19,6.645824067210334,0.14942276441125993,6.38,6.56,6.65,6.74,6.87,2.1501013096120682,0.22913943844160678,1.78,2.0,2.16,2.3,2.51,215.85025203854636,35.46891881581207,153.72,193.13,217.96,239.51,271.16,18.44600197677294,2.546022897580606,13.81,16.9,18.67,20.19,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r32AB02,859,198,,,,,,,,,,,,,,,,,,,,6.0473999999999934,0.5553777241396943,5.1,5.7,6.07,6.44,6.91,6.590046728971962,0.38433763591034303,6.0,6.3,6.62,6.88,7.17,7.258294392523345,0.21502311822319364,6.93,7.11,7.25,7.4,7.6,5.882431761786588,0.2899072191508078,5.41,5.67,5.93,6.12,6.29,4.88107819905213,0.4124408888263917,4.25,4.64,4.83,5.11,5.62,0.3117056074766362,0.23640391394666854,0.1,0.19,0.27,0.38,0.64,6.675974358974364,0.6678522401902628,5.62,6.2,6.67,7.16,7.78,11.443213038416756,0.6691609710215451,10.61,10.95,11.32,11.83,12.69,1354.5227357392325,301.1906007784585,868.55,1174.7,1339.19,1521.33,1878.99,196.0504772991852,102.5584850421345,67.46,131.37,182.47,252.24,344.24,38.988719441210705,7.35318571456967,29.46,34.62,37.87,42.26,51.37,96.88116414435402,7.900184171079061,85.92,92.07,95.78,101.02,110.38,64.27559953434215,7.504729526718235,52.44,58.94,64.12,69.06,77.29,142.31423748544813,24.444545308001967,101.34,128.45,143.47,157.82,178.53,98.44253783469168,18.43729393815578,69.48,87.95,97.8,108.7,127.0,3.8603725261932516,0.5235480290825751,3.05,3.51,3.84,4.17,4.84,7.451920838183931,2.0852851974293976,4.9,5.96,7.08,8.44,11.64,2087.0575669382956,423.4372632490167,1410.68,1827.81,2069.48,2315.24,2771.92,6.570721769499406,0.1425746643963039,6.31,6.49,6.58,6.65,6.78,2.4529569266589033,0.3643944845948241,1.93,2.22,2.41,2.67,3.07,355.3184400465656,57.76782176172041,256.91,320.84,359.68,394.39,442.07,21.30048894062864,3.1217945412711416,16.24,19.44,21.31,23.23,26.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r14BB02,8436,144,,,,,,,,,,,,,,,,,,,,3.7059997628083465,0.7659127187182935,2.5,3.14,3.65,4.23,5.0,4.761899127524803,0.905535156307931,3.22,4.14,4.79,5.38,6.25,7.256206241841754,0.2716528206377536,6.82,7.08,7.26,7.43,7.7,5.287729404690475,0.39608340065176034,4.6,5.0,5.31,5.57,5.89,4.246778571428594,0.47177009990022034,3.54,3.93,4.22,4.5,5.0,0.5203778517110266,0.27078176817011385,0.18,0.35,0.48,0.64,1.0,5.833019433781194,0.6694250566957596,4.67,5.39,5.88,6.32,6.82,13.018032242769058,1.780688459863033,10.84,11.75,12.6,13.93,16.5,571.7191275486034,329.7818055635013,123.16,310.1,521.6,784.34,1178.2,124.31359293504033,109.99267078195068,14.54,61.7,100.89,147.11,325.62,69.55612256993857,15.491002405659751,45.83,57.73,68.96,81.05,95.55,131.61889165481236,18.077267411764854,104.68,118.1,130.43,144.11,162.62,56.27167852062599,5.819964898652273,46.51,53.19,56.82,60.12,64.52,53.113686581318476,25.953046612430047,17.98,32.53,49.22,70.12,100.08,48.298751778094,23.63259334283188,17.04,31.11,45.45,61.7,87.43,4.124599336178329,0.6251323184501991,3.34,3.71,4.01,4.41,5.32,2.6191690374585166,1.421765271023362,0.9,1.63,2.37,3.28,5.21,1096.5128888098652,418.6415326504259,513.18,795.19,1039.84,1353.03,1815.03,6.055776434329107,0.4403032779474396,5.23,5.79,6.13,6.36,6.69,1.5998909435751607,0.3918210604867749,0.97,1.33,1.6,1.87,2.21,163.70056424845814,53.46387553623022,87.74,124.3,156.38,197.2,258.72,12.784962067330467,4.669998511120445,5.4,9.22,12.59,16.13,20.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r43AA01,712,59,,,,,,,,,,,,,,,,,,,,2.806820809248559,0.6814564962856995,1.86,2.33,2.67,3.2,4.15,2.79283211678832,0.6008426026249268,1.93,2.33,2.75,3.2,3.77,6.553875530410184,0.5962928628483158,5.4,6.18,6.64,7.0,7.46,4.282991304347837,0.693294159234544,3.25,3.8,4.2,4.75,5.5,7.017997097242386,0.9193690933160866,5.38,6.35,7.0,7.74,8.33,0.05130690161527159,0.09675754139741385,0.0,0.0,0.0,0.08,0.24,2.961252847380411,0.6869857752751433,2.25,2.4,2.71,3.5,4.25,23.911896067415697,2.041378465586383,20.51,22.47,24.06,25.48,27.07,394.5069241573033,320.72871747192397,57.34,184.45,295.29,514.65,1044.31,37.4981882022472,36.94629347244756,11.57,14.57,20.04,46.91,123.6,61.03033707865168,25.225688249068387,20.79,42.29,63.82,79.16,100.4,133.89785112359536,34.144057081810374,77.72,109.15,136.99,158.21,185.72,32.99089887640447,16.919437430247676,6.69,19.4,32.59,47.08,60.7,46.33210674157299,16.07513102327855,24.34,34.87,43.75,55.24,76.86,82.48595505617983,48.48733749839612,19.53,49.96,73.49,105.59,176.53,10.776193820224723,1.1095656512094416,8.58,10.18,10.89,11.6,12.24,2.088806179775281,1.762045815753877,0.34,0.75,1.54,2.83,6.2,2638.7487640449417,743.5819408543788,1522.16,2096.38,2565.13,3172.53,3895.37,4.2370786516854,0.2808202361829853,3.82,4.05,4.2,4.4,4.74,0.27358146067415756,0.09469026440530902,0.18,0.22,0.25,0.29,0.46,405.2859691011235,90.59654736404448,258.44,338.54,403.25,467.9,556.99,14.800983146067432,5.374768705736592,6.84,10.96,14.19,18.38,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r12AA03,1587,230,,,,,,,,,,,,,,,,,,,,5.7168252974326785,0.766081607657906,4.46,5.2,5.71,6.25,7.0,5.871133698201724,0.731738350367959,4.56,5.33,6.0,6.43,6.92,7.24546417445481,0.25461445925130133,6.79,7.1,7.25,7.4,7.6,5.622428023032632,0.4129178010964284,5.0,5.38,5.57,5.86,6.33,5.190347313237216,0.8012147215911304,4.12,4.6,5.0,5.7,6.69,0.5984652777777767,0.3140005178073065,0.24,0.39,0.55,0.75,1.1,6.483225806451613,0.7792347863367325,5.18,6.0,6.5,7.0,7.8,12.421518588531812,1.20899272759432,11.02,11.53,12.1,13.04,14.8,1226.26364497789,499.1476940988888,587.61,870.14,1116.89,1507.36,2153.1,321.25511686670853,124.69413863409505,151.49,229.03,309.72,391.52,521.71,37.90126023944546,12.220800960066343,16.74,29.98,37.28,45.97,57.34,94.796402016383,13.31971132813499,70.99,87.06,94.63,103.52,115.54,47.66506001263423,9.091426482286296,29.43,42.54,49.42,54.09,59.73,111.43939987365752,32.18723192718627,60.98,88.94,110.02,135.32,164.44,98.78807959570432,41.34752225576618,51.12,70.58,86.89,118.91,180.89,3.9871203528670347,1.084929570949647,2.84,3.09,3.56,4.75,6.15,5.253408947700078,1.8484573614938573,3.06,3.99,4.81,6.12,8.93,2051.250277252676,834.5730497737254,1109.4,1453.57,1832.7,2441.61,3708.09,6.469691241335848,0.30486989251147684,5.87,6.29,6.54,6.7,6.85,1.9436105860113495,0.4770337428023246,1.11,1.63,2.02,2.28,2.56,320.1797542533081,90.57187244956147,190.95,255.85,312.82,371.44,481.19,19.108292375551386,5.2653570555763896,12.28,15.19,18.05,22.5,28.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r08BA02,3295,133,,,,,,,,,,,,,,,,,,,,5.6299756912792684,0.6105629001301053,4.54,5.23,5.68,6.06,6.55,6.301855355508083,0.5241754847350483,5.27,6.0,6.4,6.69,7.0,7.118931390406855,0.21979915660749297,6.75,7.0,7.12,7.26,7.46,5.583828101188701,0.20904531769175758,5.23,5.45,5.6,5.73,5.9,9.098180437424093,0.5558910727991498,8.08,8.77,9.14,9.47,9.93,0.23234061930783476,0.11300640436356547,0.07,0.15,0.22,0.3,0.42,3.8366721419185223,0.6097773739066821,3.0,3.38,3.73,4.23,4.97,15.110807283763291,0.6725122994458738,14.13,14.64,15.08,15.52,16.19,4860.600576806318,869.3934620261508,3352.6,4289.13,4907.92,5482.77,6166.33,435.71587735276336,80.00615010857366,299.36,380.29,439.61,496.51,556.45,-15.50729590288313,9.00763333357199,-26.08,-21.77,-17.79,-11.38,2.09,28.275796661608474,12.368783864610851,12.44,19.79,25.54,34.29,51.74,3.4151562974203373,7.681674140495724,-5.89,-1.8,1.52,6.61,18.93,241.34979052823238,36.69652790493831,181.56,217.06,240.89,267.0,300.99,511.53217364905896,92.24969773528561,344.61,451.3,526.15,574.93,649.98,10.338461305007543,0.9989327079577094,8.38,9.75,10.53,11.03,11.75,19.52625796661605,5.148976684599745,11.6,15.56,19.3,23.4,27.88,8460.161960546278,1339.996221934988,6402.24,7524.08,8397.02,9429.72,10665.4,5.902867981790554,0.18512678473283295,5.59,5.78,5.91,6.04,6.18,4.2732837632776945,18.003222096284823,0.35,0.48,0.69,1.35,7.27,1055.2846616084983,151.1177338152078,789.77,955.13,1077.22,1157.66,1285.91,48.43829742033403,4.63125529735679,40.51,45.78,48.82,51.62,55.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r14CA01,8733,404,,,,,,,,,,,,,,,,,,,,3.4245223742174717,0.7629403535634366,2.3,2.91,3.33,3.86,4.82,5.933438167576593,0.6577825548187116,4.77,5.56,6.0,6.38,6.86,7.836483529140698,0.29754240668544124,7.35,7.67,7.86,8.0,8.27,5.560004638756738,0.26547553272044067,5.1,5.41,5.56,5.74,6.0,3.428587570621428,0.506685500979693,2.73,3.11,3.38,3.68,4.31,0.4006449731747167,0.3253218128769712,0.11,0.2,0.31,0.5,1.0,5.232920639803155,0.8971929838325737,3.75,4.67,5.2,5.8,6.75,10.924607809458378,0.8818992796081362,9.8,10.31,10.78,11.37,12.57,210.7129634718884,208.8829326408542,55.33,105.87,154.71,247.7,545.92,133.06857191937686,123.86435960352827,15.47,60.85,103.72,160.89,362.93,91.7024905530745,12.390348271112224,69.21,85.47,93.84,99.98,108.25,146.492538646513,11.606574626407546,125.41,141.26,148.33,154.0,161.51,64.90301763628062,5.177475574006373,56.06,63.19,65.89,67.91,70.59,23.80049124012359,17.06380596652006,7.86,13.36,18.65,28.85,55.95,25.412080613763855,20.063473514898256,9.02,15.38,20.71,29.0,56.27,3.276351351351361,0.44347978427717877,2.73,3.01,3.22,3.46,4.04,2.5122317645711756,1.344350964152716,1.24,1.68,2.13,2.9,5.01,527.0129863735262,292.4833615844995,308.45,372.26,447.63,587.28,992.66,6.636885377304461,0.235277276909531,6.22,6.52,6.66,6.8,6.97,1.8630482079468456,0.2248216863320594,1.51,1.73,1.86,2.0,2.23,91.00971258445009,40.603906983354534,54.49,66.49,80.35,102.97,165.98,6.070397343410062,3.032582167053913,2.65,4.14,5.43,7.22,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r16AA01,5057,342,,,,,,,,,,,,,,,,,,,,3.049201107375904,0.4779241192986129,2.3,2.74,3.0,3.33,3.88,4.533427604062974,0.6584811258765436,3.44,4.08,4.56,5.0,5.53,7.174140794937694,0.2128453953003796,6.82,7.05,7.18,7.31,7.52,4.96582481459218,0.3983577056782897,4.29,4.71,5.0,5.25,5.5,7.631295490506262,0.5110978067504327,6.69,7.33,7.69,8.0,8.36,0.23905458860759426,0.10915027178257673,0.09,0.17,0.23,0.29,0.43,4.144200633161872,0.5498551668421049,3.27,3.73,4.14,4.5,5.04,16.50626260628832,1.3149103375589621,14.65,15.61,16.41,17.25,18.84,2265.4609788412026,691.7580829816351,1113.69,1749.7,2269.62,2754.39,3408.41,167.18375914573855,83.540964588718,54.09,108.38,160.3,208.75,305.24,7.292307692307703,13.047903668642688,-11.66,-2.04,5.91,15.38,31.65,62.62014039944623,17.65947166396345,37.13,49.99,60.63,73.4,95.97,12.624204073561451,8.176999362391575,-0.85,7.07,12.58,18.29,26.01,106.48803440775188,25.27173725621968,65.44,88.34,105.55,123.78,149.63,221.17528969744907,60.494129447144374,123.13,178.51,218.61,263.12,324.67,8.101443543602945,0.8257920212471695,6.76,7.55,8.11,8.67,9.44,3.5110520071188427,1.622839776060015,1.23,2.33,3.3,4.48,6.38,4595.552738777923,794.5567242558252,3179.07,4054.25,4650.4,5161.11,5847.04,5.351939885307499,0.25923034106775567,4.91,5.19,5.36,5.52,5.74,0.49420802847537204,0.15106585470185277,0.3,0.38,0.47,0.57,0.77,442.73541427723904,101.97286321945275,288.8,366.11,433.71,510.37,622.36,35.49553094720174,4.790357173612675,26.51,32.21,36.1,39.03,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r11AA03,1491,89,,,,,,,,,,,,,,,,,,,,2.6698452220726843,0.4610089470503633,1.9,2.33,2.69,3.0,3.45,3.287921541637991,0.8757825811386319,2.0,2.62,3.18,3.83,4.91,7.408068640646033,0.2764611944890533,6.95,7.24,7.42,7.59,7.83,4.946718309859155,0.36766632465384724,4.25,4.71,5.0,5.22,5.43,6.941617250673854,0.7785229979613361,5.64,6.38,6.94,7.52,8.17,0.21833557951482568,0.15705422707947755,0.0,0.11,0.2,0.29,0.46,3.417995867768598,0.6099089192576931,2.5,3.0,3.4,3.88,4.4,18.62833668678738,1.9368984927670267,15.74,17.22,18.48,19.84,21.75,980.7570959087869,500.7285998485823,268.12,625.08,892.99,1267.91,1926.9,206.05122065727667,105.48313387318942,79.87,132.02,185.3,258.8,425.6,32.12093896713613,21.56192021311235,-1.84,16.91,30.91,47.28,68.45,98.26439973172367,27.50895667248075,55.02,78.89,97.34,117.68,143.97,16.57443326626426,11.602111471957162,-2.55,9.04,16.93,24.52,34.6,64.24896713614997,21.70190960466829,30.99,49.63,61.68,77.09,104.95,127.84945674044278,51.582938087287495,51.5,90.66,120.67,160.2,219.17,7.204446680080485,0.9006529483701384,5.9,6.56,7.11,7.71,8.9,1.5519986586183725,1.0127947547701612,0.39,0.81,1.31,2.08,3.45,2492.7183635144174,785.1175958343249,1313.01,1917.83,2419.77,3049.91,3926.23,5.12359490274984,0.3374408871612081,4.63,4.89,5.12,5.33,5.67,0.4871898054996643,0.13656248655137482,0.29,0.39,0.47,0.57,0.71,272.7193561368211,78.16034470214645,169.58,217.47,257.61,316.73,417.69,20.468336686787346,6.111947721171497,10.68,15.87,20.57,25.07,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
